Driver,LapNumber,Compound,TyreLife,Position,LapTimeSeconds,PitThisLap,PitStopDuration,Year,Race,GridPosition,DNF,FinalPosition,StintNumber,DegradationRate,PositionMomentum,RaceCompletion,CompoundEncoded,GapToLeaderPace,RelativeTyreAge,LapsSincePit
RAI,19.0,MEDIUM,19.0,13.0,85.171,0,0.0,2021,Spain,17.0,0,12.0,0,0.9819999999999945,-0.2,0.2878787878787879,1.0,1.8540000000000134,0.526315789473685,18.0
RAI,20.0,MEDIUM,20.0,13.0,85.447,0,0.0,2021,Spain,17.0,0,12.0,0,0.9766666666666642,-0.2,0.30303030303030304,1.0,2.3659999999999997,0.526315789473685,19.0
RAI,21.0,MEDIUM,21.0,12.0,85.123,0,0.0,2021,Spain,17.0,0,12.0,0,0.8559999999999993,-0.4,0.3181818181818182,1.0,2.076999999999998,0.526315789473685,20.0
RAI,22.0,MEDIUM,22.0,11.0,84.94,0,0.0,2021,Spain,17.0,0,12.0,0,0.7789999999999964,-0.6,0.3333333333333333,1.0,1.6170000000000044,2.8947368421052637,21.0
RAI,23.0,MEDIUM,23.0,9.0,84.769,0,0.0,2021,Spain,17.0,0,12.0,0,0.5529999999999973,-0.8,0.3484848484848485,1.0,1.5220000000000056,6.526315789473685,22.0
RAI,24.0,MEDIUM,24.0,7.0,84.991,0,0.0,2021,Spain,17.0,0,12.0,0,0.5089999999999956,-1.2,0.36363636363636365,1.0,1.4680000000000035,11.842105263157896,23.0
RAI,25.0,MEDIUM,25.0,7.0,84.725,0,0.0,2021,Spain,17.0,0,12.0,0,0.4373333333333278,-1.2,0.3787878787878788,1.0,2.7319999999999993,13.263157894736842,24.0
RAI,26.0,MEDIUM,26.0,6.0,84.788,0,0.0,2021,Spain,17.0,0,12.0,0,0.4436666666666582,-1.2,0.3939393939393939,1.0,3.3769999999999953,14.736842105263158,25.0
RAI,27.0,MEDIUM,27.0,6.0,84.791,0,0.0,2021,Spain,17.0,0,12.0,0,0.3769999999999906,-1.0,0.4090909090909091,1.0,2.6199999999999903,14.736842105263158,26.0
RAI,28.0,MEDIUM,28.0,5.0,84.391,0,0.0,2021,Spain,17.0,0,12.0,0,0.26566666666666094,-0.8,0.42424242424242425,1.0,2.222999999999999,17.263157894736842,27.0
RAI,29.0,MEDIUM,29.0,6.0,86.309,0,0.0,2021,Spain,17.0,0,12.0,0,0.7726666666666612,-0.2,0.4393939393939394,1.0,4.346999999999994,21.57894736842105,28.0
RAI,30.0,MEDIUM,30.0,7.0,86.038,0,0.0,2021,Spain,17.0,0,12.0,0,1.188333333333328,0.0,0.45454545454545453,1.0,4.7620000000000005,21.578947368421055,29.0
RAI,31.0,MEDIUM,31.0,8.0,85.928,0,0.0,2021,Spain,17.0,0,12.0,0,1.7006666666666586,0.4,0.4696969696969697,1.0,4.724000000000004,21.578947368421055,30.0
RAI,32.0,MEDIUM,32.0,8.0,85.187,0,0.0,2021,Spain,17.0,0,12.0,0,1.3266666666666584,0.4,0.48484848484848486,1.0,3.783999999999992,21.578947368421055,31.0
RAI,33.0,MEDIUM,33.0,8.0,84.913,0,0.0,2021,Spain,17.0,0,12.0,0,0.9516666666666586,0.6,0.5,1.0,3.4039999999999964,21.578947368421055,32.0
RAI,34.0,MEDIUM,34.0,8.0,84.949,0,0.0,2021,Spain,17.0,0,12.0,0,0.6253333333333254,0.4,0.5151515151515151,1.0,3.4369999999999976,21.578947368421055,33.0
RAI,35.0,MEDIUM,35.0,9.0,86.779,0,0.0,2021,Spain,17.0,0,12.0,0,1.1559999999999917,0.4,0.5303030303030303,1.0,5.372,21.578947368421055,34.0
RAI,36.0,MEDIUM,36.0,9.0,85.867,0,0.0,2021,Spain,17.0,0,12.0,0,1.4739999999999942,0.2,0.5454545454545454,1.0,4.38000000000001,21.578947368421055,35.0
RAI,37.0,MEDIUM,37.0,13.0,90.354,1,0.0,2021,Spain,17.0,0,12.0,1,3.7833333333333314,1.0,0.5606060606060606,1.0,8.826999999999998,21.578947368421055,0.0
RAI,38.0,SOFT,1.0,17.0,104.27,0,0.0,2021,Spain,17.0,0,12.0,1,10.121333333333334,1.8,0.5757575757575758,0.0,22.542999999999992,-13.473684210526315,1.0
RAI,39.0,SOFT,2.0,15.0,83.915,0,0.0,2021,Spain,17.0,0,12.0,1,9.978333333333339,1.4,0.5909090909090909,0.0,1.8760000000000048,-12.736842105263158,2.0
RAI,40.0,SOFT,3.0,15.0,83.444,0,0.0,2021,Spain,17.0,0,12.0,1,7.675000000000007,1.2,0.6060606060606061,0.0,1.8089999999999975,-10.368421052631579,3.0
RAI,41.0,SOFT,4.0,15.0,83.17,0,0.0,2021,Spain,17.0,0,12.0,1,0.6416666666666752,1.2,0.6212121212121212,0.0,1.472999999999999,-10.368421052631579,4.0
RAI,42.0,SOFT,5.0,15.0,85.493,0,0.0,2021,Spain,17.0,0,12.0,1,1.1676666666666715,0.4,0.6363636363636364,0.0,3.375,-10.368421052631579,5.0
RAI,43.0,SOFT,6.0,15.0,82.964,0,0.0,2021,Spain,17.0,0,12.0,1,1.00766666666667,-0.4,0.6515151515151515,0.0,1.3319999999999936,-8.894736842105264,6.0
RAI,44.0,SOFT,7.0,15.0,83.002,0,0.0,2021,Spain,17.0,0,12.0,1,0.951666666666668,0.0,0.6666666666666666,0.0,2.2269999999999897,-8.894736842105264,7.0
RAI,45.0,SOFT,8.0,15.0,83.194,0,0.0,2021,Spain,17.0,0,12.0,1,0.1853333333333372,0.0,0.6818181818181818,0.0,2.466000000000008,-8.894736842105264,8.0
RAI,46.0,SOFT,9.0,15.0,83.53,0,0.0,2021,Spain,17.0,0,12.0,1,0.3740000000000047,0.0,0.696969696969697,0.0,2.799999999999997,-8.894736842105264,9.0
RAI,47.0,SOFT,10.0,15.0,84.8,0,0.0,2021,Spain,17.0,0,12.0,1,0.9733333333333386,0.0,0.7121212121212122,0.0,3.451999999999998,-6.7368421052631575,10.0
RAI,48.0,SOFT,11.0,14.0,84.879,0,0.0,2021,Spain,17.0,0,12.0,1,1.5350000000000061,-0.2,0.7272727272727273,0.0,3.609000000000009,-5.210526315789473,11.0
RAI,49.0,SOFT,12.0,13.0,83.56,0,0.0,2021,Spain,17.0,0,12.0,1,1.5450000000000064,-0.4,0.7424242424242424,0.0,2.405000000000001,-5.210526315789473,12.0
RAI,50.0,SOFT,13.0,13.0,83.284,0,0.0,2021,Spain,17.0,0,12.0,1,1.039666666666676,-0.4,0.7575757575757576,0.0,2.2900000000000063,-5.210526315789473,13.0
RAI,51.0,SOFT,14.0,13.0,83.57,0,0.0,2021,Spain,17.0,0,12.0,1,0.6033333333333388,-0.4,0.7727272727272727,0.0,2.344999999999999,-2.7368421052631575,14.0
RAI,52.0,SOFT,15.0,13.0,82.935,0,0.0,2021,Spain,17.0,0,12.0,1,0.3950000000000055,-0.4,0.7878787878787878,0.0,0.9159999999999968,-1.4210526315789487,15.0
RAI,53.0,SOFT,16.0,13.0,83.112,0,0.0,2021,Spain,17.0,0,12.0,1,0.3376666666666684,-0.2,0.803030303030303,0.0,1.8079999999999927,-1.4210526315789487,16.0
RAI,54.0,SOFT,17.0,13.0,82.868,0,0.0,2021,Spain,17.0,0,12.0,1,0.10366666666666902,0.0,0.8181818181818182,0.0,2.2029999999999887,0.0,17.0
RAI,55.0,SOFT,18.0,13.0,83.146,0,0.0,2021,Spain,17.0,0,12.0,1,0.17400000000000185,0.0,0.8333333333333334,0.0,3.055000000000007,0.0,18.0
RAI,56.0,SOFT,19.0,13.0,82.947,0,0.0,2021,Spain,17.0,0,12.0,1,0.1190000000000045,0.0,0.8484848484848485,0.0,1.9570000000000078,0.0,19.0
RAI,57.0,SOFT,20.0,13.0,83.395,0,0.0,2021,Spain,17.0,0,12.0,1,0.2946666666666715,0.0,0.8636363636363636,0.0,3.1529999999999916,0.0,20.0
RAI,58.0,SOFT,21.0,13.0,84.922,0,0.0,2021,Spain,17.0,0,12.0,1,0.8866666666666703,0.0,0.8787878787878788,0.0,3.9909999999999997,1.4210526315789487,21.0
RAI,59.0,SOFT,22.0,12.0,85.413,0,0.0,2021,Spain,17.0,0,12.0,1,1.7086666666666683,-0.2,0.8939393939393939,0.0,3.891999999999996,2.842105263157894,22.0
RAI,60.0,SOFT,23.0,13.0,87.936,0,0.0,2021,Spain,17.0,0,12.0,1,3.2223333333333386,0.0,0.9090909090909091,0.0,8.453000000000003,2.842105263157894,23.0
RAI,61.0,SOFT,24.0,12.0,83.668,0,0.0,2021,Spain,17.0,0,12.0,1,2.8043333333333416,-0.2,0.9242424242424242,0.0,2.612000000000009,4.7368421052631575,24.0
RAI,62.0,SOFT,25.0,12.0,83.465,0,0.0,2021,Spain,17.0,0,12.0,1,2.1550000000000105,-0.2,0.9393939393939394,0.0,5.3160000000000025,6.684210526315791,25.0
RAI,63.0,SOFT,26.0,12.0,83.102,0,0.0,2021,Spain,17.0,0,12.0,1,0.5436666666666762,-0.2,0.9545454545454546,0.0,2.88600000000001,6.684210526315791,26.0
RAI,64.0,SOFT,27.0,12.0,83.057,0,0.0,2021,Spain,17.0,0,12.0,1,0.34000000000000813,0.0,0.9696969696969697,0.0,3.4380000000000024,6.684210526315791,27.0
RAI,65.0,SOFT,28.0,12.0,83.61,0,0.0,2021,Spain,17.0,0,12.0,1,0.38833333333334014,-0.2,0.9848484848484849,0.0,4.179999999999993,6.4117647058823515,28.0
RIC,2.0,SOFT,5.0,5.0,85.429,0,0.0,2021,Spain,7.0,0,6.0,0,4.043999999999997,0.0,0.030303030303030304,0.0,1.867999999999995,1.4500000000000002,1.0
RIC,3.0,SOFT,6.0,5.0,84.68,0,0.0,2021,Spain,7.0,0,6.0,0,2.851999999999999,0.0,0.045454545454545456,0.0,1.4300000000000068,1.4500000000000002,2.0
RIC,4.0,SOFT,7.0,5.0,84.436,0,0.0,2021,Spain,7.0,0,6.0,0,0.6363333333333353,0.0,0.06060606060606061,0.0,1.4980000000000047,1.4500000000000002,3.0
RIC,5.0,SOFT,8.0,5.0,84.411,0,0.0,2021,Spain,7.0,0,6.0,0,0.29700000000000176,0.0,0.07575757575757576,0.0,1.2930000000000064,1.4500000000000002,4.0
RIC,6.0,SOFT,9.0,5.0,84.468,0,0.0,2021,Spain,7.0,0,6.0,0,0.22633333333333402,0.0,0.09090909090909091,0.0,1.406000000000006,1.4500000000000002,5.0
RIC,7.0,SOFT,10.0,5.0,84.212,0,0.0,2021,Spain,7.0,0,6.0,0,0.1516666666666661,0.0,0.10606060606060606,0.0,1.1219999999999999,1.3684210526315788,6.0
RIC,8.0,SOFT,11.0,5.0,92.522,0,0.0,2021,Spain,7.0,0,6.0,0,2.855333333333334,0.0,0.12121212121212122,0.0,7.0390000000000015,1.3684210526315788,7.0
RIC,9.0,SOFT,12.0,5.0,120.615,0,0.0,2021,Spain,7.0,0,6.0,0,14.904333333333332,0.0,0.13636363636363635,0.0,9.325999999999993,1.2777777777777786,8.0
RIC,10.0,SOFT,13.0,5.0,136.222,0,0.0,2021,Spain,7.0,0,6.0,0,32.241,0.0,0.15151515151515152,0.0,42.149000000000015,2.578947368421053,9.0
RIC,11.0,SOFT,14.0,5.0,85.621,0,0.0,2021,Spain,7.0,0,6.0,0,29.94066666666666,0.0,0.16666666666666666,0.0,2.3699999999999903,2.578947368421053,10.0
RIC,12.0,SOFT,15.0,5.0,84.598,0,0.0,2021,Spain,7.0,0,6.0,0,17.935,0.0,0.18181818181818182,0.0,1.301000000000002,2.578947368421053,11.0
RIC,13.0,SOFT,16.0,5.0,84.619,0,0.0,2021,Spain,7.0,0,6.0,0,0.7339999999999947,0.0,0.19696969696969696,0.0,1.6099999999999994,2.578947368421053,12.0
RIC,14.0,SOFT,17.0,5.0,84.666,0,0.0,2021,Spain,7.0,0,6.0,0,0.4156666666666619,0.0,0.21212121212121213,0.0,1.5109999999999957,2.578947368421053,13.0
RIC,15.0,SOFT,18.0,5.0,84.923,0,0.0,2021,Spain,7.0,0,6.0,0,0.5239999999999961,0.0,0.22727272727272727,0.0,1.7710000000000008,2.578947368421053,14.0
RIC,16.0,SOFT,19.0,5.0,84.705,0,0.0,2021,Spain,7.0,0,6.0,0,0.5526666666666623,0.0,0.24242424242424243,0.0,1.4549999999999983,2.5789473684210513,15.0
RIC,17.0,SOFT,20.0,5.0,84.491,0,0.0,2021,Spain,7.0,0,6.0,0,0.49433333333332996,0.0,0.25757575757575757,0.0,1.2279999999999944,2.5789473684210513,16.0
RIC,18.0,SOFT,21.0,5.0,84.588,0,0.0,2021,Spain,7.0,0,6.0,0,0.38266666666666066,0.0,0.2727272727272727,0.0,1.2989999999999924,2.5789473684210513,17.0
RIC,19.0,SOFT,22.0,5.0,84.479,0,0.0,2021,Spain,7.0,0,6.0,0,0.30733333333332763,0.0,0.2878787878787879,0.0,1.1620000000000061,3.526315789473685,18.0
RIC,20.0,SOFT,23.0,5.0,84.436,0,0.0,2021,Spain,7.0,0,6.0,0,0.28899999999999676,0.0,0.30303030303030304,0.0,1.355000000000004,3.526315789473685,19.0
RIC,21.0,SOFT,24.0,5.0,84.643,0,0.0,2021,Spain,7.0,0,6.0,0,0.30733333333333235,0.0,0.3181818181818182,0.0,1.5969999999999942,3.526315789473685,20.0
RIC,22.0,SOFT,25.0,5.0,84.769,0,0.0,2021,Spain,7.0,0,6.0,0,0.4040000000000011,0.0,0.3333333333333333,0.0,1.4460000000000122,5.894736842105264,21.0
RIC,23.0,SOFT,26.0,5.0,84.514,0,0.0,2021,Spain,7.0,0,6.0,0,0.42999999999999733,0.0,0.3484848484848485,0.0,1.266999999999996,9.526315789473685,22.0
RIC,24.0,SOFT,27.0,4.0,84.547,0,0.0,2021,Spain,7.0,0,6.0,0,0.39799999999999613,-0.2,0.36363636363636365,0.0,1.024000000000001,14.842105263157896,23.0
RIC,25.0,SOFT,28.0,5.0,87.87,1,0.0,2021,Spain,7.0,0,6.0,1,1.8513333333333293,0.0,0.3787878787878788,0.0,5.8770000000000095,16.263157894736842,0.0
RIC,26.0,MEDIUM,1.0,8.0,102.377,0,0.0,2021,Spain,7.0,0,6.0,1,8.22533333333333,0.6,0.3939393939393939,1.0,20.965999999999994,-10.263157894736842,1.0
RIC,27.0,MEDIUM,2.0,7.0,83.073,0,0.0,2021,Spain,7.0,0,6.0,1,8.15366666666666,0.4,0.4090909090909091,1.0,0.9019999999999868,-10.263157894736842,2.0
RIC,28.0,MEDIUM,3.0,6.0,83.316,0,0.0,2021,Spain,7.0,0,6.0,1,6.635666666666661,0.2,0.42424242424242425,1.0,1.1479999999999961,-7.7368421052631575,3.0
RIC,29.0,MEDIUM,4.0,5.0,84.012,0,0.0,2021,Spain,7.0,0,6.0,1,0.5139999999999958,0.2,0.4393939393939394,1.0,2.049999999999997,-3.421052631578948,4.0
RIC,30.0,MEDIUM,5.0,5.0,83.545,0,0.0,2021,Spain,7.0,0,6.0,1,0.6713333333333319,0.0,0.45454545454545453,1.0,2.2690000000000055,-3.421052631578947,5.0
RIC,31.0,MEDIUM,6.0,5.0,83.047,0,0.0,2021,Spain,7.0,0,6.0,1,0.5816666666666634,-0.6,0.4696969696969697,1.0,1.8430000000000035,-3.421052631578947,6.0
RIC,32.0,MEDIUM,7.0,5.0,83.14,0,0.0,2021,Spain,7.0,0,6.0,1,0.2909999999999968,-0.4,0.48484848484848486,1.0,1.7369999999999948,-3.421052631578947,7.0
RIC,33.0,MEDIUM,8.0,5.0,83.049,0,0.0,2021,Spain,7.0,0,6.0,1,0.12566666666666512,-0.2,0.5,1.0,1.5400000000000063,-3.421052631578947,8.0
RIC,34.0,MEDIUM,9.0,5.0,83.045,0,0.0,2021,Spain,7.0,0,6.0,1,0.125,0.0,0.5151515151515151,1.0,1.5330000000000013,-3.421052631578947,9.0
RIC,35.0,MEDIUM,10.0,5.0,82.969,0,0.0,2021,Spain,7.0,0,6.0,1,0.06799999999999784,0.0,0.5303030303030303,1.0,1.5619999999999976,-3.421052631578947,10.0
RIC,36.0,MEDIUM,11.0,5.0,83.142,0,0.0,2021,Spain,7.0,0,6.0,1,0.09899999999999427,0.0,0.5454545454545454,1.0,1.6550000000000011,-3.421052631578947,11.0
RIC,37.0,MEDIUM,12.0,5.0,82.953,0,0.0,2021,Spain,7.0,0,6.0,1,0.06833333333332803,0.0,0.5606060606060606,1.0,1.426000000000002,-3.421052631578947,12.0
RIC,38.0,MEDIUM,13.0,5.0,83.026,0,0.0,2021,Spain,7.0,0,6.0,1,0.08733333333332875,0.0,0.5757575757575758,1.0,1.2989999999999924,-1.473684210526315,13.0
RIC,39.0,MEDIUM,14.0,5.0,83.006,0,0.0,2021,Spain,7.0,0,6.0,1,0.04199999999999685,0.0,0.5909090909090909,1.0,0.9669999999999987,-0.7368421052631575,14.0
RIC,40.0,MEDIUM,15.0,5.0,83.352,0,0.0,2021,Spain,7.0,0,6.0,1,0.17499999999999716,0.0,0.6060606060606061,1.0,1.7169999999999987,1.6315789473684212,15.0
RIC,41.0,MEDIUM,16.0,5.0,83.719,0,0.0,2021,Spain,7.0,0,6.0,1,0.4059999999999964,0.0,0.6212121212121212,1.0,2.0219999999999914,1.6315789473684212,16.0
RIC,42.0,MEDIUM,17.0,5.0,83.364,0,0.0,2021,Spain,7.0,0,6.0,1,0.5253333333333311,0.0,0.6363636363636364,1.0,1.2460000000000093,1.6315789473684212,17.0
RIC,43.0,MEDIUM,18.0,5.0,83.433,0,0.0,2021,Spain,7.0,0,6.0,1,0.5523333333333321,0.0,0.6515151515151515,1.0,1.801000000000002,3.1052631578947363,18.0
RIC,44.0,MEDIUM,19.0,5.0,82.966,0,0.0,2021,Spain,7.0,0,6.0,1,0.3013333333333321,0.0,0.6666666666666666,1.0,2.1909999999999883,3.1052631578947363,19.0
RIC,45.0,MEDIUM,20.0,5.0,83.303,0,0.0,2021,Spain,7.0,0,6.0,1,0.2809999999999964,0.0,0.6818181818181818,1.0,2.575000000000003,3.1052631578947363,20.0
RIC,46.0,MEDIUM,21.0,6.0,88.536,1,0.0,2021,Spain,7.0,0,6.0,2,2.3486666666666642,0.2,0.696969696969697,1.0,7.805999999999997,3.1052631578947363,0.0
RIC,47.0,SOFT,2.0,8.0,101.018,0,0.0,2021,Spain,7.0,0,6.0,2,8.732666666666669,0.6,0.7121212121212122,0.0,19.67,-14.736842105263158,1.0
RIC,48.0,SOFT,3.0,8.0,82.58,0,0.0,2021,Spain,7.0,0,6.0,2,8.85833333333334,0.6,0.7272727272727273,0.0,1.3100000000000023,-13.210526315789473,2.0
RIC,49.0,SOFT,4.0,7.0,83.428,0,0.0,2021,Spain,7.0,0,6.0,2,7.155666666666671,0.4,0.7424242424242424,0.0,2.272999999999996,-13.210526315789473,3.0
RIC,50.0,SOFT,5.0,7.0,82.437,0,0.0,2021,Spain,7.0,0,6.0,2,0.9620000000000033,0.4,0.7575757575757576,0.0,1.4429999999999978,-13.210526315789473,4.0
RIC,51.0,SOFT,6.0,7.0,84.413,0,0.0,2021,Spain,7.0,0,6.0,2,1.5730000000000028,0.2,0.7727272727272727,0.0,3.1880000000000024,-10.736842105263158,5.0
RIC,52.0,SOFT,7.0,6.0,82.604,0,0.0,2021,Spain,7.0,0,6.0,2,1.2983333333333367,-0.4,0.7878787878787878,0.0,0.5849999999999937,-9.421052631578949,6.0
RIC,53.0,SOFT,8.0,6.0,82.746,0,0.0,2021,Spain,7.0,0,6.0,2,1.401333333333336,-0.4,0.803030303030303,0.0,1.441999999999993,-9.421052631578949,7.0
RIC,54.0,SOFT,9.0,6.0,82.267,0,0.0,2021,Spain,7.0,0,6.0,2,0.6860000000000023,-0.2,0.8181818181818182,0.0,1.6019999999999897,-8.0,8.0
RIC,55.0,SOFT,10.0,6.0,81.993,0,0.0,2021,Spain,7.0,0,6.0,2,0.4823333333333342,-0.2,0.8333333333333334,0.0,1.902000000000001,-8.0,9.0
RIC,56.0,SOFT,11.0,6.0,82.036,0,0.0,2021,Spain,7.0,0,6.0,2,0.24566666666666967,-0.2,0.8484848484848485,0.0,1.0460000000000065,-8.0,10.0
RIC,57.0,SOFT,12.0,6.0,81.86,0,0.0,2021,Spain,7.0,0,6.0,2,0.11000000000000416,0.0,0.8636363636363636,0.0,1.617999999999995,-8.0,11.0
RIC,58.0,SOFT,13.0,6.0,82.256,0,0.0,2021,Spain,7.0,0,6.0,2,0.19766666666667257,0.0,0.8787878787878788,0.0,1.3250000000000028,-6.578947368421051,12.0
RIC,59.0,SOFT,14.0,6.0,82.531,0,0.0,2021,Spain,7.0,0,6.0,2,0.3626666666666741,0.0,0.8939393939393939,0.0,1.0100000000000051,-5.157894736842106,13.0
RIC,60.0,SOFT,15.0,6.0,81.853,0,0.0,2021,Spain,7.0,0,6.0,2,0.3603333333333391,0.0,0.9090909090909091,0.0,2.3699999999999903,-5.157894736842106,14.0
RIC,61.0,SOFT,16.0,6.0,82.091,0,0.0,2021,Spain,7.0,0,6.0,2,0.305333333333337,0.0,0.9242424242424242,0.0,1.0349999999999966,-3.2631578947368425,15.0
RIC,62.0,SOFT,17.0,6.0,82.123,0,0.0,2021,Spain,7.0,0,6.0,2,0.16933333333333658,0.0,0.9393939393939394,0.0,3.9740000000000038,-1.3157894736842088,16.0
RIC,63.0,SOFT,18.0,6.0,82.067,0,0.0,2021,Spain,7.0,0,6.0,2,0.24066666666666947,0.0,0.9545454545454546,0.0,1.850999999999999,-1.3157894736842088,17.0
RIC,64.0,SOFT,19.0,6.0,82.489,0,0.0,2021,Spain,7.0,0,6.0,2,0.37333333333333957,0.0,0.9696969696969697,0.0,2.8700000000000045,-1.3157894736842088,18.0
RIC,65.0,SOFT,20.0,6.0,82.298,0,0.0,2021,Spain,7.0,0,6.0,2,0.43166666666667197,0.0,0.9848484848484849,0.0,2.867999999999995,-1.5882352941176485,19.0
RIC,66.0,SOFT,21.0,6.0,82.438,0,0.0,2021,Spain,7.0,0,6.0,2,0.5553333333333418,0.0,1.0,0.0,1.5630000000000024,4.0,20.0
RUS,2.0,SOFT,2.0,18.0,88.774,0,0.0,2021,Spain,15.0,0,14.0,0,7.320000000000007,1.0,0.030303030303030304,0.0,5.212999999999994,-1.5499999999999998,1.0
RUS,3.0,SOFT,3.0,18.0,87.083,0,0.0,2021,Spain,15.0,0,14.0,0,5.2046666666666725,0.5,0.045454545454545456,0.0,3.8329999999999984,-1.5499999999999998,2.0
RUS,4.0,SOFT,4.0,18.0,86.223,0,0.0,2021,Spain,15.0,0,14.0,0,1.2510000000000048,0.3333333333333333,0.06060606060606061,0.0,3.2849999999999966,-1.5499999999999998,3.0
RUS,5.0,SOFT,5.0,18.0,86.348,0,0.0,2021,Spain,15.0,0,14.0,0,0.44233333333333746,0.25,0.07575757575757576,0.0,3.230000000000004,-1.5499999999999998,4.0
RUS,6.0,SOFT,6.0,18.0,86.158,0,0.0,2021,Spain,15.0,0,14.0,0,0.1340000000000051,0.2,0.09090909090909091,0.0,3.0960000000000036,-1.5499999999999998,5.0
RUS,7.0,SOFT,7.0,17.0,86.109,0,0.0,2021,Spain,15.0,0,14.0,0,0.09600000000000364,-0.2,0.10606060606060606,0.0,3.0189999999999912,-1.6315789473684212,6.0
RUS,8.0,SOFT,8.0,16.0,98.318,0,0.0,2021,Spain,15.0,0,14.0,0,4.086000000000003,-0.4,0.12121212121212122,0.0,12.834999999999994,-1.6315789473684212,7.0
RUS,9.0,SOFT,9.0,15.0,114.735,1,0.0,2021,Spain,15.0,0,14.0,1,14.084333333333333,-0.6,0.13636363636363635,0.0,3.445999999999998,-1.7222222222222214,0.0
RUS,10.0,MEDIUM,1.0,17.0,122.194,0,0.0,2021,Spain,15.0,0,14.0,1,26.585333333333335,-0.2,0.15151515151515152,1.0,28.12100000000001,-9.421052631578947,1.0
RUS,11.0,MEDIUM,2.0,16.0,87.634,0,0.0,2021,Spain,15.0,0,14.0,1,23.496666666666666,-0.4,0.16666666666666666,1.0,4.382999999999996,-9.421052631578947,2.0
RUS,12.0,MEDIUM,3.0,15.0,86.442,0,0.0,2021,Spain,15.0,0,14.0,1,14.065666666666663,-0.4,0.18181818181818182,1.0,3.144999999999996,-9.421052631578947,3.0
RUS,13.0,MEDIUM,4.0,15.0,86.057,0,0.0,2021,Spain,15.0,0,14.0,1,2.019999999999996,-0.2,0.19696969696969696,1.0,3.048000000000002,-9.421052631578947,4.0
RUS,14.0,MEDIUM,5.0,15.0,85.749,0,0.0,2021,Spain,15.0,0,14.0,1,1.391666666666661,0.0,0.21212121212121213,1.0,2.593999999999994,-9.421052631578947,5.0
RUS,15.0,MEDIUM,6.0,15.0,85.522,0,0.0,2021,Spain,15.0,0,14.0,1,1.0849999999999984,-0.4,0.22727272727272727,1.0,2.3700000000000045,-9.421052631578947,6.0
RUS,16.0,MEDIUM,7.0,15.0,85.845,0,0.0,2021,Spain,15.0,0,14.0,1,1.0143333333333306,-0.2,0.24242424242424243,1.0,2.594999999999999,-9.421052631578949,7.0
RUS,17.0,MEDIUM,8.0,15.0,85.212,0,0.0,2021,Spain,15.0,0,14.0,1,0.8353333333333334,0.0,0.25757575757575757,1.0,1.948999999999998,-9.421052631578949,8.0
RUS,18.0,MEDIUM,9.0,14.0,85.455,0,0.0,2021,Spain,15.0,0,14.0,1,0.8129999999999976,-0.2,0.2727272727272727,1.0,2.165999999999997,-9.421052631578949,9.0
RUS,19.0,MEDIUM,10.0,14.0,85.448,0,0.0,2021,Spain,15.0,0,14.0,1,0.6806666666666624,-0.2,0.2878787878787879,1.0,2.1310000000000002,-8.473684210526315,10.0
RUS,20.0,MEDIUM,11.0,14.0,85.712,0,0.0,2021,Spain,15.0,0,14.0,1,0.8473333333333292,-0.2,0.30303030303030304,1.0,2.6310000000000002,-8.473684210526315,11.0
RUS,21.0,MEDIUM,12.0,14.0,85.679,0,0.0,2021,Spain,15.0,0,14.0,1,0.921999999999997,-0.2,0.3181818181818182,1.0,2.6329999999999956,-8.473684210526315,12.0
RUS,22.0,MEDIUM,13.0,12.0,85.048,0,0.0,2021,Spain,15.0,0,14.0,1,0.7886666666666665,-0.6,0.3333333333333333,1.0,1.7250000000000085,-6.105263157894736,13.0
RUS,23.0,MEDIUM,14.0,10.0,85.104,0,0.0,2021,Spain,15.0,0,14.0,1,0.5859999999999985,-0.8,0.3484848484848485,1.0,1.8569999999999993,-2.473684210526315,14.0
RUS,24.0,MEDIUM,15.0,8.0,85.086,0,0.0,2021,Spain,15.0,0,14.0,1,0.3883333333333307,-1.2,0.36363636363636365,1.0,1.5630000000000024,2.8421052631578956,15.0
RUS,25.0,MEDIUM,16.0,8.0,84.691,0,0.0,2021,Spain,15.0,0,14.0,1,0.2693333333333309,-1.2,0.3787878787878788,1.0,2.6980000000000075,4.2631578947368425,16.0
RUS,26.0,MEDIUM,17.0,7.0,84.705,0,0.0,2021,Spain,15.0,0,14.0,1,0.13633333333333061,-1.4,0.3939393939393939,1.0,3.293999999999997,5.7368421052631575,17.0
RUS,27.0,MEDIUM,18.0,8.0,85.994,0,0.0,2021,Spain,15.0,0,14.0,1,0.43899999999999767,-0.8,0.4090909090909091,1.0,3.8229999999999933,5.7368421052631575,18.0
RUS,28.0,MEDIUM,19.0,9.0,87.78,1,0.0,2021,Spain,15.0,0,14.0,2,1.9629999999999985,-0.2,0.42424242424242425,1.0,5.611999999999995,8.263157894736842,0.0
RUS,29.0,MEDIUM,1.0,16.0,101.012,0,0.0,2021,Spain,15.0,0,14.0,2,7.893000000000001,1.6,0.4393939393939394,1.0,19.049999999999997,-6.421052631578948,1.0
RUS,30.0,MEDIUM,2.0,16.0,83.208,0,0.0,2021,Spain,15.0,0,14.0,2,7.4586666666666686,1.6,0.45454545454545453,1.0,1.9320000000000022,-6.421052631578947,2.0
